App,Reviews,Size,Installs,Type,Price,Last Updated,Current Ver
Puzzle Alarm Clock ⏰,163997,5.3,"1,000,000",Free,0.0,2018-08-03,3.1.0.1126
I Can't Wake Up! Alarm Clock,59,4.2,"1,000,000",Free,0.0,2018-05-25,3.4.0
Brightest Flashlight - LED Light,1420,9.1,"50,000,000",Free,0.0,2018-07-27,1.4.9
LED Flashlight,118439,4.3,"10,000,000",Free,0.0,2017-07-10,2.4
Super Flashlight + LED,876866,4.4,"5,000,000",Free,0.0,2017-07-11,3.2
Calculator with Percent (Free),192661,7.4,"1,000,000",Free,0.0,2017-11-18,32.1
Graphing Calculator,54207,5.3,"1,000,000",Free,0.0,2016-04-01,1.17
Calculator ++,1335799,3.6,"1,000,000",Free,0.0,2018-05-12,2.2.7
Classic Calculator,48211,27,"5,000,000",Free,0.0,2018-02-25,1.51
weight conversion calculator,85387,1.8,"100,000",Free,0.0,2018-05-18,20180517
Age Calculator,33509,3.3,"1,000,000",Free,0.0,2017-07-25,4.0.6
SuperVPN Free VPN Client,90831,6.1,"50,000,000",Free,0.0,2018-02-05,2.0.9
Fast Secure VPN,85659,9.6,"1,000,000",Free,0.0,2018-05-18,1.6.11
Hotspot Shield Free VPN Proxy & Wi-Fi Security,807,8.2,"50,000,000",Free,0.0,2018-08-06,6.1.0
OpenVPN Connect – Fast & Safe SSL VPN Client,24265,14,"10,000,000",Free,0.0,2018-05-25,3.0.5
"VPN - Fast, Secure & Unlimited WiFi with VyprVPN",1657,25,"1,000,000",Free,0.0,2018-07-05,2.27.1
FREEDOME VPN Unlimited anonymous Wifi Security,576454,9.9,"1,000,000",Free,0.0,2018-07-09,2.5.1.7592
SurfEasy Secure Android VPN,88675,22,"5,000,000",Free,0.0,2018-07-11,4.1.0
Smart Keyboard Trial,19096,2.4,"10,000,000",Free,0.0,2017-04-28,4.20.1
"Emoji keyboard - Cute Emoticons, GIF, Stickers",1116393,25,"50,000,000",Free,0.0,2018-08-07,3.4.500
Wifi Analyzer,39833,1.8,"10,000,000",Free,0.0,2018-04-07,3.11.2
Network Signal Info,273283,17,"1,000,000",Free,0.0,2018-08-03,4.78.06
WiFi Overview 360,65597,18,"1,000,000",Free,0.0,2018-08-03,4.32.07
Speedcheck,1107320,14,"1,000,000",Free,0.0,2018-08-04,5.0.0.8
NETGEAR WiFi Analytics,33926,696k,"1,000,000",Free,0.0,2014-04-25,1.0.19
photo keypad lockscreen,15693,8.1,"10,000,000",Free,0.0,2018-07-17,3.1.2
Solo Locker (DIY Locker),48979,7.9,"10,000,000",Free,0.0,2018-06-26,6.1.7.5
Screen Off and Lock,428581,525k,"10,000,000",Free,0.0,2017-12-02,1.17.4
Screen Lock,225544,2.1,"1,000,000",Free,0.0,2017-11-23,v3.9f
B-BLE(BLE4.0 Scan),474439,7.5,"10,000",Free,0.0,2018-04-20,5.5
ADS-B Driver,41137,6.3,100,Paid,1.99,2018-05-15,1.19
Servers Ultimate Pack B,75336,13,"50,000",Free,0.0,2016-03-31,2.1.8
Screen Lock - with Fingerprint Simulator,172990,2.8,"10,000,000",Free,0.0,2018-06-19,8.6
Lookout Security & Antivirus,159,13,"100,000,000",Free,0.0,2018-07-31,10.23.2-964159b
Video Downloader for Facebook,2,3.1,"50,000,000",Free,0.0,2018-07-01,2.2.8
FlashLight F.Light,668,11,"100,000",Free,0.0,2018-05-23,1.4.2
F-Secure KEY Password manager,24,7.6,"100,000",Free,0.0,2018-06-27,4.7.4
F-Secure SAFE,338449,9.3,"500,000",Free,0.0,2018-07-30,17.4.0014017
F-Secure Mobile Security,951413,9.2,"500,000",Free,0.0,2018-07-30,17.4.0014017
F,894435,4.9,500,Free,0.0,2018-05-15,1.0.2
Convert degree Celsius to Fahrenheit or °F to °C,3943,2.1,"5,000",Free,0.0,2018-05-21,1.5.8
Google Now Launcher,57,7.9,"100,000,000",Free,0.0,2017-12-07,1.4.large
G Cloud Apps Backup Key * root,2588,196k,"5,000",Paid,4.99,2013-09-08,1.1
G-Playlists,9433,3.4,"1,000",Paid,1.49,2018-05-19,1.91
G-NetTrack Pro,1250,1.6,"5,000",Paid,14.99,2018-07-25,14.6
Speedometer with G-FORCE meter,13096,2.7,"50,000",Free,0.0,2017-06-01,7
G-NetReport Pro,6,1.6,10,Paid,25.99,2018-06-14,5
Car G-Force Meter,51,1.3,"10,000",Free,0.0,2017-07-29,2.23
G-NetWiFi Pro,857215,1.5,100,Paid,5.99,2018-06-18,3.2
HSPA+ Tweaker (3G booster),1034,3.9,"5,000,000",Free,0.0,2017-12-05,3.1 Release b2
DNS Changer - BEST (Gprs/Edge/3G/H/H+/4G),53,1.9,"5,000",Free,0.0,2017-09-30,1.2
Force LTE Only,255,7.2,"1,000,000",Free,0.0,2018-02-04,1.4
Mobile Number Tracker,415,2.9,"5,000,000",Free,0.0,2018-01-14,2.7
I Screen Dialer,0,3.9,"1,000,000",Free,0.0,2018-02-25,1.11
J Touch,184,953k,"100,000",Free,0.0,2018-08-01,1.5.1-GP
Smart TV Remote,6,9.1,"10,000,000",Free,0.0,2018-05-26,3.8.2
K keyboard - Myanmar,99290,14,"100,000",Free,0.0,2018-03-17,1.0.8
K-Chiing VPN (Free),123,10,"5,000",Free,0.0,2018-07-24,2.1.2
360-M Flight,10426,24,"10,000",Free,0.0,2017-12-14,2.18
GTS-M,19758,251k,"5,000",Free,0.0,2017-01-26,1.4
M Notifier for M Launcher,8137,1.4,"100,000",Free,0.0,2017-02-15,1.0.4
O Launcher 8.0 for Android™ O Oreo Launcher,2176,8.7,"1,000,000",Free,0.0,2018-07-27,3.9
AC Remote for O General - NOW FREE,81747,26,"50,000",Free,0.0,2018-07-30,6.1.7
O Launcher,1955,10,"100,000",Free,0.0,2018-05-22,1.1.4
"O Multiple - App Cloner, Duals APP, tarallel",43,5.2,"50,000",Free,0.0,2018-05-15,1.0.7
"Super P Launcher for Android P 9.0 launcher, theme",84,7.5,"100,000",Free,0.0,2018-08-03,1.9
Volume Slider Like Android P Volume Control,38,1.7,"10,000",Paid,0.99,2018-06-30,1.28
P9 Launcher - Android™ 9.0 P Launcher Style,2803,7.3,"100,000",Free,0.0,2018-07-06,2.5
Android P Rotation,11393,2.0,"10,000",Free,0.0,2018-07-15,1.5
Android P Launcher 9.0 launcher,274,2.3,"10,000",Free,0.0,2018-04-23,1
Q-See QC View,2059,21,"100,000",Free,0.0,2018-01-19,3.49.0202
Q Remote Control,145,14,"500,000",Free,0.0,2014-07-12,2.6.1
myQ,2026,29,"100,000",Free,0.0,2018-07-23,3.2.0
QR Code Reader,1129,2.7,"50,000,000",Free,0.0,2016-03-16,2.3
Q Call,1162,16,"1,000",Free,0.0,2018-07-16,2.1
Q-slope,502,3.9,50,Paid,1.76,2017-12-03,5
Q-See QT View,164,19,"100,000",Free,0.0,2018-07-12,4.4.1
.R,657,203k,"10,000",Free,0.0,2014-09-16,1.1.06
R File Manager,4264,6.7,50,Free,0.0,2018-05-05,v2
S Player - Lightest and Most Powerful Video Player,495971,7.1,"1,000,000",Free,0.0,2017-10-12,1.0.98_ww
Samsung Smart Switch Mobile,20,24,"100,000,000",Free,0.0,2018-07-18,3.5.02.15
"S S9 Launcher - Galaxy S8/S9 Launcher, theme, cool",2,6.5,"1,000,000",Free,0.0,2018-07-06,4.1
S Pen Keeper,7357,314k,"50,000",Free,0.0,2018-06-08,2.1.0.032
AT&T FamilyMap®,14224,25,"10,000,000",Free,0.0,2017-10-24,10.1.1
Don't touch my phone,146913,2.3,"5,000,000",Free,0.0,2016-10-19,30
U-Scan,22503,42,"50,000",Free,0.0,2016-09-29,1.2.6 (94)
"Parallel U - App Cloner, Duals APP, tarallel",560,5.1,"500,000",Free,0.0,2018-05-15,1.0.24
Remote For ATT U-verse TV - NOW FREE,963,26,"5,000",Free,0.0,2018-07-25,6.1.5
Ace Screen Recorder w facecam,21592,2.5,"100,000",Free,0.0,2017-12-26,1.19
WIFI WPS WPA TESTER,21943,6.7,"10,000,000",Free,0.0,2018-06-12,3.8.5
Flashlight Free w/ compass,784,1.9,"10,000",Free,0.0,2017-03-15,2.5
Open in WhatsApp (click to chat),26,79k,"1,000,000",Free,0.0,2018-08-01,1.12
WPSApp,245,3.1,"10,000,000",Free,0.0,2018-08-03,1.6.22
X-VPN - Free Unlimited VPN Proxy,20,21,"5,000,000",Free,0.0,2018-07-31,65
"Phone X Launcher, OS 11 iLauncher & Control Center",2447,16,"5,000,000",Free,0.0,2018-06-01,2.7.2
Lock Screen Phone X Style OS 11,352097,13,"100,000",Free,0.0,2018-03-26,8.8
Control Center iOS 11 - Phone X Control Panel,75,8.3,"100,000",Free,0.0,2017-11-15,3.1
Flashlight X,12121,4.3,"1,000,000",Free,0.0,2018-04-08,4.54
iSwipe Phone X,95080,6.3,"1,000,000",Free,0.0,2017-12-07,1
X Home Bar - Free,40617,1.9,"100,000",Free,0.0,2018-06-18,1.5.0
[ROOT] X Privacy Installer,54063,118k,"1,000,000",Free,0.0,2015-01-25,1.18
X-Plane to GPS,1166,1.2,"5,000",Paid,0.99,2018-03-04,1.62
Control Center iOS 11 - Phone X notifications,1925,8.4,"50,000",Free,0.0,2018-02-12,1.8
"Decibel X PRO - Sound Meter dBA, Noise Detector",168487,6.9,"1,000",Paid,3.99,2018-07-11,4.4.1
X Home Bar - Home Bar Gesture Pro,20418,2.0,"10,000",Paid,1.99,2018-07-02,1.5
Antivirus & Mobile Security,58366,5.0,"10,000,000",Free,0.0,2018-02-09,3.1.0
Flashlight Ultimate,4210,5.0,"1,000,000",Free,0.0,2018-01-25,2.94
Avast Mobile Security 2018 - Antivirus & App Lock,12147,26,"100,000,000",Free,0.0,2018-08-01,6.11.4
"Zapya - File Transfer, Sharing",514,9.0,"10,000,000",Free,0.0,2018-07-16,5.6.2 (US)
CPU-Z,60,1.4,"10,000,000",Free,0.0,2018-04-17,1.26
Moto Z Market,88,3.8,"1,000,000",Free,0.0,2017-12-18,02.02.0045
AB Screen Recorder,16936,5.0,"10,000",Free,0.0,2017-10-02,2.8
Universal AC Remote Control,5180480,5.2,"1,000,000",Free,0.0,2018-07-28,acremotecontrol18
Air conditioner remote control,387958,5.0,"1,000,000",Free,0.0,2017-07-19,5
AC WIFI,295430,23,"10,000",Free,0.0,2018-06-03,1.0.3
A/C Air Conditioner Remote,605,5.1,"1,000,000",Free,0.0,2016-07-30,1.1.1
Carrier Air Conditioner,533,7.8,"100,000",Free,0.0,2018-01-15,v67_slk3.0_20180115_01
AC Troubleshooter,40934,4.2,"10,000",Free,0.0,2015-01-08,1.3
TOSHIBA Smart AC,4786,18,"10,000",Free,0.0,2018-08-04,2.1.20180804_01
Trane Interactive Smart AC,29854,3.3,"10,000",Free,0.0,2016-04-21,0.0.2
AC remote control mobile,41,7.7,"100,000",Free,0.0,2017-06-02,1.3 acremotecontrol
AC Remote for Haier - NOW FREE,7816,27,"50,000",Free,0.0,2018-07-30,6.1.7
AC Remote for Daikin - NOW FREE,409,26,"50,000",Free,0.0,2018-07-30,6.1.7
A/C Universal Remote Control,362,3.0,"1,000,000",Free,0.0,2017-05-16,1.17
AC Remote for LG - NOW FREE,147,28,"100,000",Free,0.0,2018-07-30,6.1.7
Plug-in app (System AC),60,11,"10,000",Free,0.0,2017-06-08,v1.1072.35.0
AC Remote for Midea - NOW FREE,48,26,"100,000",Free,0.0,2018-07-30,6.1.7
"Mi Remote controller - for TV, STB, AC and more",3043,28,"10,000,000",Free,0.0,2018-08-01,5.7.1
AC Remote For LG,336,3.4,"100,000",Free,0.0,2018-02-20,1
Hi-Smart AC,383,9.4,"1,000",Free,0.0,2018-04-03,1.1.0
AC Remote for Sharp - NOW FREE,3263,26,"50,000",Free,0.0,2018-07-30,6.1.7
AC Remote for Samsung - NOW FREE,1041,27,"100,000",Free,0.0,2018-07-30,6.1.7
AC Remote for Carrier - NOW FREE,126,26,"10,000",Free,0.0,2018-07-30,6.1.7
"AC & TV, DVD, Set Top Box - Remote control IR",448,3.2,"1,000,000",Free,0.0,2017-11-13,11;11.26
AppBrain Ad Detector,114340,1.7,"1,000,000",Free,0.0,2018-04-12,2.2.1
AdClear Ad blocker for Samsung,1298,1.5,"500,000",Free,0.0,2017-09-07,1.0.5
Adguard Content Blocker,32,4.3,"1,000,000",Free,0.0,2018-02-26,2.1.2
Ad Detector,332,730k,"50,000",Free,0.0,2014-07-28,1
FVD Ad-Free,566,4.1,"10,000",Paid,1.99,2017-10-05,4.4.3
Anti Adware,163,3.6,"1,000,000",Free,0.0,2018-06-19,3.6
Vpn Hosts (ad blocker & no root & support ipv6 ),3632,1.1,"10,000",Paid,2.99,2018-07-03,2.0.1
Ad Block REMOVER - NEED ROOT,9221,91k,"100,000",Free,0.0,2013-12-17,3.2
Photo Compress 2.0 - Ad Free,1586,1.7,"1,000,000",Free,0.0,2016-05-07,2.1
RAM Cleanup Ad-Free Option,14491,1.1,"10,000",Paid,2.99,2016-07-26,3
Emo Ads Blocker Browser,208,4.1,"100,000",Free,0.0,2015-09-17,1.4
Apps Ads Detector,1774,8.3,"100,000",Free,0.0,2018-02-19,25
Easy Hotspot Ad Free,18751,3.3,10,Paid,0.99,2018-07-26,1.05
AE Order,319,317k,"1,000",Free,0.0,2013-11-12,2.0.131112
AE Manager,999,4.0,100,Free,0.0,2015-06-15,1.0.0
AppFinder by AppTap,6267,4.9,"5,000,000",Free,0.0,2017-10-03,1.8.2.7
DSLR Blur Camera Auto Focus,457,4.7,"10,000",Free,0.0,2018-06-07,1.3
Ag Tools,1555,18,"1,000",Free,0.0,2017-09-27,1
AG Screen Recorder,315,2.7,"1,000",Free,0.0,2018-04-03,3
SOLEM AG,2,51,"1,000",Free,0.0,2017-09-19,1.0.2
BRL AG,19,52,100,Free,0.0,2017-09-19,1.0.1
AG test,0,18,100,Free,0.0,2017-10-18,1.0.2
AG Track,2221,8.7,100,Free,0.0,2018-03-23,3.3
AH Alarm Panel,2,81k,100,Paid,4.99,2011-05-12,1.2.0
Cathy AH,7,20,1,Free,0.0,2018-07-16,1.0.4
SMS AI Bot,1,3.9,"10,000",Free,0.0,2018-07-01,3.0.4
ParaTek Ai Speech generator,3,4.3,"50,000",Free,0.0,2017-03-23,1.9
AI Benchmark,12,99,"5,000",Free,0.0,2018-06-29,2.0.0
Message AI - Write Better Messages,7,7.9,100,Paid,2.99,2018-07-04,1.3.1
AK47 Assault Rifle,0,2.8,"10,000",Free,0.0,2015-05-02,1.0.0.1
AK Booster,89,7.0,"10,000",Free,0.0,2018-05-02,2.0.1.966
A. O. Smith,448,33,"10,000",Free,0.0,2018-05-21,3.0.22
AP Manager,97,2.8,"10,000",Free,0.0,2015-05-04,1.0.8
Access Point Browser,26,2.5,"1,000",Free,0.0,2017-09-22,3.11
AP Installer,0,283k,"5,000",Free,0.0,2018-07-20,13
Access Point Proximity,54,2.3,"1,000",Free,0.0,2018-06-28,2.1.1
UniFi,71,25,"500,000",Free,0.0,2018-07-25,1.7.0
"ap,wifi testing,iperf,ping,android,Bluetooth,tcp",32,5.3,10,Paid,2.99,2018-05-27,1.0.15
HotSpot Tethering Free/WiFi AP,177,2.0,"100,000",Free,0.0,2016-09-12,2.003
Fate GO Ap Counter,25,3.2,"1,000",Free,0.0,2018-01-19,1.1.4
APN Settings,23,5.6,"1,000,000",Free,0.0,2018-08-03,6.4
AQ wisdom +,5,35,100,Free,0.0,2018-03-15,1.0.0
AQ SMS Notify,11018,2.3,10,Free,0.0,2018-04-12,2.5.3
"ARuler - AR Ruler app, Measure tools",3,5.0,"100,000",Free,0.0,2018-08-03,1.1.7
Powershop AU,70,11,"10,000",Free,0.0,2018-07-12,1.35.1
LG AV REMOTE,1602,1.8,"1,000,000",Free,0.0,2016-06-03,1.1.8
Remote For Pioneer AV Receivers and Blu-Ray,498,7.3,"50,000",Free,0.0,2018-06-01,Cow V3.11
"Avast Cleanup & Boost, Phone Cleaner, Optimizer",701,24,"10,000,000",Free,0.0,2018-08-01,4.6.4
Analog Clock AW Plus-7,2420,3.0,"100,000",Free,0.0,2018-03-14,2
Analog Clock AW-7,1170641,3.0,"100,000",Free,0.0,2018-03-07,2
Watch AW-7,150,3.0,"50,000",Free,0.0,2018-03-17,2
Digital Clock AW-7,2598579,2.9,"100,000",Free,0.0,2018-03-06,2
Analog and Digital Clock AW-7,27,2.9,"50,000",Free,0.0,2018-03-15,2
Analog Clock AW-7 PRO,78629,2.7,"1,000",Paid,1.99,2018-03-07,2
AW CAMERA,648380,24,100,Free,0.0,2018-01-30,3.1.1
AW Browser with Chrome Custom Tabs,725,4.7,500,Free,0.0,2018-05-17,2.7
Analog and Digital Clock AW-7PRO,2158,2.7,100,Paid,1.99,2018-03-15,2
Roman Clock AW-7,249,3.0,"5,000",Free,0.0,2018-03-17,2
Square Analog Clock AW-7,484,3.0,"50,000",Free,0.0,2018-03-10,2
Axxess AX-DSP,202,7.4,"5,000",Free,0.0,2018-06-04,3_1
AX Window,40,19,5,Free,0.0,2017-10-10,1.0.2
Axxess Updater,2,2.3,"10,000",Free,0.0,2016-12-19,1.3.2
"AY Recorder - Screen Recorder, Live, Video Editor",4,3.8,500,Free,0.0,2017-05-15,2.2
Ay Yıldız Keyboard,52,3.0,"1,000",Free,0.0,2018-05-23,1.2
Display Phone Screen On TV,294,2.7,"1,000,000",Free,0.0,2017-02-03,2
AZ Screen Recorder pro,17,3.7,"5,000",Free,0.0,2018-03-19,1
AZ PLAYER HD,0,4.7,"10,000",Free,0.0,2016-04-11,1
AZ REMOTE CONTROL,56,2.8,"50,000",Free,0.0,2016-03-28,1.9
Elif Ba Oyunu,12,2.2,"5,000",Free,0.0,2015-11-02,1.1
BC Wildfire,26,5.0,"5,000",Free,0.0,2018-05-31,10.1.0
BD tools,9895,210k,"10,000",Free,0.0,2015-12-18,6.1
Remote for Samsung TV & BluRay Players (Read Desc),60,7.3,"500,000",Free,0.0,2018-08-03,Cow V3.15
Vehicle Case Checker BD,24,3.3,"10,000",Free,0.0,2017-07-13,1
Remote for Sony TV & Sony Blu-Ray Players MyAV,149,7.3,"1,000,000",Free,0.0,2018-07-31,Cow V3.15
Remote for Panasonic TV+BD+AVR,8,7.3,"100,000",Free,0.0,2018-07-31,Cow V3.15
Unseen - No Last Seen,26,9.2,"5,000,000",Free,0.0,2018-05-11,2.2.7
BF-Calc,27,3.8,"100,000",Free,0.0,2015-03-31,1.2.5
Droid PRoCon BF3,21,2.6,"5,000",Paid,0.99,2015-03-12,2.2
BG Advisor™,1988,5.6,"1,000",Free,0.0,2017-01-10,1.3
HTC Sense Input-BG,29,2.8,"100,000",Free,0.0,2014-04-22,9.7.753080
HTC Sense Input - BG,3491,4.1,"10,000",Free,0.0,2015-11-09,1.0.606877
ReactNative BG Geolocation,533,9.1,"1,000",Free,0.0,2018-05-25,2.12.0
Simple Photo BG Changer,103909,5.1,10,Free,0.0,2018-06-08,1
BG Remover & Eraser Pro,428,4.8,500,Free,0.0,2018-04-03,3
BG-FLEET,412,1.8,10,Free,0.0,2018-07-30,1
Bg+ Call Blocker,7,1.7,"10,000",Free,0.0,2018-03-20,1.2
ScorePal,198,15,"10,000",Free,0.0,2018-07-09,2.10.7
GEM™,5,33,500,Free,0.0,2018-07-23,1.93
VIVA BH,1,2.6,"100,000",Free,0.0,2018-04-09,2.44
bi-Cube Mobile Token,4,21,"1,000",Free,0.0,2018-04-26,8.9.2.0.0
All Language Translator,0,2.1,"5,000,000",Free,0.0,2015-10-03,1.6
Virtual DJ Sound Mixer,80,8.7,"500,000",Free,0.0,2017-05-10,
Power Widget,1439,383k,"10,000",Paid,1.99,2014-03-20,3.4
Service Disabler,6,3.0,"100,000",Free,0.0,2018-06-23,1.0.6
BK Formula Calculator,2055,11,100,Free,0.0,2015-08-08,0.1.1
K-Rain BL,5,33,"1,000",Free,0.0,2018-05-28,3.0.1
BL File Explorer,29944,421k,50,Paid,1.99,2014-07-18,1.5.140718
BL IP-Camera,4010,1.2,100,Paid,3.99,2014-06-05,1.3.140606
BL PowerPoint Remote,1166,1.0,500,Paid,3.99,2015-02-25,2.6.150226
BM Online OEC Verification,928,4.2,"100,000",Free,0.0,2016-08-05,1.0.1
BatControl Pro,4,3.1,500,Paid,3.99,2018-06-01,2.0.0
TuenMun BM,534,47,"1,000",Free,0.0,2017-05-17,1.2
BM speed test,6,3.7,10,Free,0.0,2018-07-13,2
Sam.BN Pro,9,2.0,10,Paid,0.99,2015-03-27,1.0.0
Sam.BN,1,2.0,"1,000",Free,0.0,2015-03-27,1.0.0
BP Assist,15,9.4,100,Free,0.0,2018-07-03,4.4.14.4487
BQ Services,33,2.5,"1,000,000",Free,0.0,2018-07-09,8.3.6-e04ac87
BQ Scan,783,4.0,100,Free,0.0,2018-04-01,3.4.5
Software Update,83,3.5,"1,000,000",Free,0.0,2018-07-18,13.3
BQ Scanner,6,2.7,100,Free,0.0,2017-10-10,1.0.1
System Update Free,1,6.0,"100,000",Free,0.0,2018-07-20,11.1
Free antivirus and VPN,11,16,"1,000,000",Free,0.0,2018-07-19,3.3.6
Simple Gallery,83,9.0,"1,000,000",Free,0.0,2018-08-02,4.4.4
"Zetup, print in one click",0,24,"1,000",Free,0.0,2018-01-26,1.11.6
Next Portuguese(BR) Langpack,5004,778k,"100,000",Free,0.0,2013-09-13,1
BS Match Maker Premium,18,319k,10,Paid,0.99,2018-07-10,1.11.2
BS Battery+,8259,647k,"50,000",Free,0.0,2012-08-18,4.0.1
BS Where Am I,2,2.8,50,Free,0.0,2018-07-05,2.3
BS TRACK CLIENT,3068,191k,10,Free,0.0,2017-08-13,1.1
CABLE SIZE CALCULATOR BS 7671,27749,1.1,"100,000",Free,0.0,2016-02-03,2.4
VOLT DROP CALCULATOR BS 7671,28030,1.1,"10,000",Free,0.0,2016-01-26,2
BTNotification,40,373k,"5,000,000",Free,0.0,2016-07-08,1.1.43
Little Magnet BT,1320,3.8,"100,000",Free,0.0,2018-08-05,4.1.4
BT Notifier,3,3.8,"1,000,000",Free,0.0,2018-05-28,2.9
Little Magnet BT Pro,269,3.8,"1,000",Paid,0.99,2018-08-05,4.1.4
Bt Notifier -Smartwatch notice,9,8.2,"500,000",Free,0.0,2017-05-23,1
ProGrade BT,0,46,500,Free,0.0,2018-04-27,1.0.2
BT Controller,333,13,"1,000,000",Free,0.0,2018-06-25,3.1.3
Mediatek SmartDevice,71,7.3,"1,000,000",Free,0.0,2017-03-17,V1.7.6
LG BT Reader Plus,15665,585k,"500,000",Free,0.0,2016-02-25,2.1.11
Bluetooth Control BT->uC FREE,3703,2.7,"10,000",Free,0.0,2016-06-06,1.9.0
Autool BT-BOX,2794,17,500,Free,0.0,2018-05-12,1.0.1
BT Remote (SPP) for Bluetooth,251,3.1,"10,000",Free,0.0,2016-10-24,1.16
BT Satmeter,632,2.4,100,Free,0.0,2018-04-12,V2.3
Battery Notifier Pro BT,0,1.6,"10,000",Paid,2.59,2017-06-07,2.5.18
Battery Notifier BT Free,4374,982k,"1,000,000",Free,0.0,2017-06-07,2.1.15
BT Position Sender - Bluetooth Position Sender,11187,2.9,10,Free,0.0,2018-07-03,1.2.0
OSRAM BT Control,2992,42,"1,000",Free,0.0,2017-12-15,1.0.5
Vip视频免费看-BT磁力搜索,67,7.9,"1,000",Free,0.0,2018-06-08,1.2
Jabbla BT,4,55k,100,Free,0.0,2014-10-06,1
USB BT Wi-Fi Color Terminal Modem,36,7.3,5,Paid,8.99,2018-02-09,5.3
SenseView BT Zephyr Sensor,0,323k,"5,000",Free,0.0,2015-05-15,1.1.15205
BW Smart,21979,19,"5,000",Free,0.0,2017-06-06,v1.2.2
BW SmartLife,0,8.8,100,Free,0.0,2017-12-05,1.1.8
Bixby Button Remapper - bxActions Pro / Coffee,2,25k,"10,000",Paid,2.99,2017-04-28,1
Bixby Button Remapper - bxActions,20,4.6,"1,000,000",Free,0.0,2018-05-23,4.72
Bx Access 4d,3,1.9,100,Free,0.0,2016-04-29,2.2.1
QR & Barcode Scanner BX PRO,0,3.0,"1,000",Free,0.0,2017-10-30,1
LEDSHOWTW,37,31,500,Free,0.0,2018-04-23,1.3.3
Limbo PC Emulator QEMU ARM x86,400,9.7,"1,000,000",Free,0.0,2018-01-21,no_update_signal.2_9_1_arm-x86_64-alpha
Trinomial Factoring Wizard,50,82k,"1,000",Paid,0.99,2014-10-10,2.4
BZ Conferencing,319,29,"1,000",Free,0.0,2018-06-27,3.8.3
WISE- MOBILE PORTAL,13064,1.0,500,Free,0.0,2015-07-30,1.0.0.4
Putzmeister Experts,1,8.9,"1,000",Free,0.0,2018-05-08,1.3
Bubble,4,208k,"5,000,000",Free,0.0,2011-07-10,2.0.1
CA Mobile OTP,5,5.5,"100,000",Free,0.0,2017-09-05,2.3.5
CA Auth ID,13005,375k,"10,000",Free,0.0,2014-10-17,2.2.1
CA DMV,22,6.0,"1,000,000",Free,0.0,2017-08-25,4
CB Frequencies,7,1.4,100,Paid,0.99,2015-12-24,1
Frequencies Free,3,3.1,"100,000",Free,0.0,2018-02-04,1.9
CBRadioTab,21,1.5,"50,000",Free,0.0,2017-04-01,1
CB SMART LIFE,31621,9.0,500,Free,0.0,2018-07-03,2.4.0
CB SmartCAR Monitor,688,514k,10,Free,0.0,2017-07-20,4
Antenna Tool Premium,39,2.9,500,Paid,0.99,2017-10-26,2.2
Antenna Tool,5463,2.9,"50,000",Free,0.0,2017-10-26,2.2 Free
Frequencies,364,3.1,500,Paid,0.99,2018-02-04,1.9
CD View Lite,5,20,100,Free,0.0,2018-02-02,1.0.180202
Disc Label Print,382,37,"10,000",Free,0.0,2016-09-20,1.0.0
CD View,127,20,500,Free,0.0,2018-02-06,1.0.180206
РееI Smart Remote MP3 CD Player,30,2.7,"5,000",Free,0.0,2018-01-22,1.2
CE on the go,1,3.7,"10,000",Free,0.0,2018-02-15,1.283.0037
CE Smart,14,29,100,Free,0.0,2018-05-28,2.2.0
CCleaner,522,22,"50,000,000",Free,0.0,2018-07-19,4.7.0
Terminal Emulator for Android,11,551k,"10,000,000",Free,0.0,2015-04-15,1.0.70
Ceasa CE,2,4.0,50,Free,0.0,2018-06-13,1
CF.lumen,262,1.9,"100,000",Free,0.0,2017-02-09,3.7
CF-Bench Pro,0,29k,"1,000",Paid,1.49,2011-06-23,1.1
CF-Bench,27,103k,"100,000",Free,0.0,2013-07-03,1.3
iOBD2-CF,79,21,500,Free,0.0,2016-12-26,1
CF cal,3,2.9,"10,000",Free,0.0,2016-02-09,1.0.6
CG Shikshak Mitan,885187,3.8,"50,000",Free,0.0,2018-03-05,1.1
CG 3D Model Viewer: view 3D models interactively,113951,10,100,Free,0.0,2018-07-26,1.0.4.91
CG Wizard,0,1.3,100,Free,0.0,2018-05-22,1.6d
Bhunaksha CG,4901,4.1,"10,000",Free,0.0,2018-05-07,1.0.0
gps tracker cg,159,1.4,50,Free,0.0,2017-05-27,1
Green Build - An unofficial Travis CI client,295,3.2,100,Free,0.0,2018-06-06,1.2.1
mySharpBranded CI Test,0,898k,1,Free,0.0,2017-10-04,1.0.7
Mesure CI,6,6.6,500,Free,0.0,2016-10-04,1.0.1
CK Shop,67,8.1,"1,000",Free,0.0,2018-05-09,1.1
"CL Reader for Craigslist(For sale, jobs, rental..)",0,6.3,"1,000",Free,0.0,2017-09-14,1.9
MPS CL,7,3.2,10,Free,0.0,2018-05-24,1.0.3
Turnotronik CL,0,3.3,10,Free,0.0,2018-05-24,1.0.3
Clean Master Lite - For Low-End Phone,13,5.1,"50,000,000",Free,0.0,2018-06-28,2.1.4
"CM Security Open VPN - Free, fast unlimited proxy",61,5.8,"1,000,000",Free,0.0,2018-02-14,1.6.2
CM Security Lite - Antivirus,47,1.2,"10,000,000",Free,0.0,2018-01-04,1.0.2
